University of Michigan--Students--Political activity.,Students,topical,Political activity.,topical
University of Michigan--Maps.,Maps.,genre_form
J. Jasmine.--My new music.,My new music.,uniform_title
"Ann Arbor Taxicab Co. (Ann Arbor, Mich.)--Employees.",Employees.,topical
"Mack & Company (Ann Arbor, Mich.)--Fire.",Fire.,topical
University of Michigan--Buildings.,Buildings.,topical
University of Michigan--Faculty.,Faculty.,topical
University of Michigan--Campus.,Campus.,topical
University of Michigan--Sports.,Sports.,topical
University of Michigan--Students--Social life and customs--1971-1980.,Students,topical,Social life and customs,topical,1971-1980.,temporal
University of Michigan--Students--Social life and customs--1921-1930.,Students,topical,Social life and customs,topical,1921-1930.,temporal
University of Michigan--Students--Social life and customs--1931-1940.,Students,topical,Social life and customs,topical,1931-1940.,temporal
"University of Michigan--Trials, litigation, etc.","Trials, litigation, etc.",topical
University of Michigan--Administration.,Administration.,topical
University of Michigan--Board in Control of Athletics.,Board in Control of Athletics.,topical
University of Michigan--Football.,Football.,topical
University of Michigan--Law School.,Law School.,topical
University of Michigan--Alumni and alumnae.,Alumni and alumnae.,topical
University of Michigan. School of Nursing--Faculty.,Faculty.,topical
University of Michigan--Honorary societies.,Honorary societies.,topical
"University of Michigan--Students--Societies, etc.",Students,topical,"Societies, etc.",topical
University of Michigan--Students.,Students.,topical
University of Michigan--Students--Social life and customs--1961-1970.,Students,topical,Social life and customs,topical,1961-1970.,temporal
University of Michigan--Student housing--1961-1970.,Student housing,topical,1961-1970.,temporal
University of Michigan--Students--Social life and customs--1901-1910.,Students,topical,Social life and customs,topical,1901-1910.,temporal
University of Michigan--Students--Social life and customs--1911-1920.,Students,topical,Social life and customs,topical,1911-1920.,temporal
University of Michigan--Students--Social life and customs--1981-1990.,Students,topical,Social life and customs,topical,1981-1990.,temporal
University of Michigan--Students--Social life and customs--1991-2000.,Students,topical,Social life and customs,topical,1991-2000.,temporal
University of Michigan--Students--Social life and customs--2001-2010.,Students,topical,Social life and customs,topical,2001-2010.,temporal
University of Michigan--Congresses.,Congresses.,topical
University of Michigan--Student housing.,Student housing.,topical
University of Michigan--Commencements.,Commencements.,topical
"University of Michigan--Alumni and alumnae--Anniversaries, etc.",Alumni and alumnae,topical,"Anniversaries, etc.",topical
University of Michigan--Students--Social life and customs.,Students,topical,Social life and customs.,topical
University of Michigan--Alumni and alumnae--Michigan--Ann Arbor.,Alumni and alumnae,topical,Michigan,geographic,Ann Arbor.,geographic
University of Michigan. Junior Hop--1912.,1912.,temporal
"Catholic Church--Michigan--Jackson--Societies, etc.",Michigan,geographic,Jackson,geographic,"Societies, etc.",topical
University of Michigan--Folklore.,Folklore.,topical
University of Michigan. Medical School--Alumni and alumnae.,Alumni and alumnae.,topical
University of Michigan--Students--Social life and customs--1871-1880.,Students,topical,Social life and customs,topical,1871-1880.,temporal
University of Michigan--Students--Social life and customs--1881-1890.,Students,topical,Social life and customs,topical,1881-1890.,temporal
University of Michigan--Students--Social life and customs--1891-1900.,Students,topical,Social life and customs,topical,1891-1900.,temporal
United States Fish Commission--1888.,1888.,temporal
"University of Michigan--Students--Societies, etc.--Periodicals.",Students,topical,"Societies, etc.",topical,Periodicals.,genre_form
A. Alfred Taubman College of Architecture and Urban Planning--Faculty.,Faculty.,topical
Lutheran Church--Missions--China.,Missions,topical,China.,geographic
"Michigan Central Railroad Depot (Detroit, Mich.)--History.",History.,topical
Episcopal Church--Michigan--Detroit.,Michigan,geographic,Detroit.,geographic
"University of Michigan--Anniversaries, etc.","Anniversaries, etc.",topical
University of Michigan--Awards.,Awards.,topical
University of Michigan--Gifts and loans.,Gifts and loans.,topical
University of Michigan--Degrees.,Degrees.,topical
"University of Michigan--Students--Scholarships, fellowships, etc.",Students,topical,"Scholarships, fellowships, etc.",topical
University of Michigan--Baseball.,Baseball.,topical
University of Michigan--Basketball.,Basketball.,topical
University of Michigan--Golf.,Golf.,topical
University of Michigan--Hockey.,Hockey.,topical
University of Michigan--Soccer.,Soccer.,topical
University of Michigan--Swimming.,Swimming.,topical
University of Michigan--Track athletics.,Track athletics.,topical
University of Michigan--Wrestling.,Wrestling.,topical
"United States. Congress--Elections, 1934.","Elections, 1934.",topical
University of Michigan--Security measures.,Security measures.,topical
University of Michigan--Alumni and alumnae--New York (State)--New York.,Alumni and alumnae,topical,New York (State),geographic,New York.,geographic
University of Michigan--History.,History.,topical
"Ann Arbor High School (Mich.)--Societies, etc.","Societies, etc.",topical
University of Michigan--Archaeological expeditions.,Archaeological expeditions.,topical
"University of Michigan--Societies, etc.","Societies, etc.",topical
University of Michigan--Student housing--1891-1900.,Student housing,topical,1891-1900.,temporal
University of Michigan--Track and field.,Track and field.,topical
Presbyterian Church--Michigan--Kalamazoo.,Michigan,geographic,Kalamazoo.,geographic
University of Michigan--Students--Correspondence.,Students,topical,Correspondence.,genre_form
University of Michigan--Students--Social life and customs--1941-1950.,Students,topical,Social life and customs,topical,1941-1950.,temporal
University of Michigan--Bands.,Bands.,topical
University of Michigan--Songs and music.,Songs and music.,topical
University of Michigan--Employees.,Employees.,topical
Episcopal Church--Michigan.,Michigan.,geographic
United Methodist Church (U.S.)--Michigan--Bay View.,Michigan,geographic,Bay View.,geographic
University of Michigan--Periodicals.,Periodicals.,genre_form
University of Michigan--Students--Periodicals.,Students,topical,Periodicals.,genre_form
Methodist Episcopal Church--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
University of Wisconsin--Milwaukee--Faculty.,Milwaukee,geographic,Faculty.,topical
University of Michigan--Students--Social life and customs--1951-1960.,Students,topical,Social life and customs,topical,1951-1960.,temporal
University of Michigan--Flint.,Flint.,geographic
"Gilbert, W. S. (William Schwenck), 1836-1911--Performances--Michigan.",Performances,topical,Michigan.,geographic
"Sullivan, Arthur, Sir, 1842-1900--Performances--Michigan.",Performances,topical,Michigan.,geographic
University of Michigan--Choral organizations.,Choral organizations.,temporal
"United States. Congress--Elections, 1960.","Elections, 1960.",topical
"United States. Congress--Elections, 1962.","Elections, 1962.",topical
African Methodist Episcopal Church--Michigan--Detroit.,Michigan,geographic,Detroit.,geographic
Evangelical and Reformed Church--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
United Church of Christ--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
Catholic Church--History--Sources--Bibliography.,History,topical,Sources,topical,Bibliography.,topical
Methodist Episcopal Church--Missions--India.,Missions,topical,India.,geographic
University of Michigan. Medical School--Faculty.,Faculty.,topical
Baptists--Michigan--Grand Rapids.,Michigan,geographic,Grand Rapids.,geographic
Baptists--Michigan--Sault Sainte Marie.,Michigan,geographic,Sault Sainte Marie.,geographic
American Brass Company--Strikes.,Strikes.,topical
Chrysler Corporation--Strikes.,Strikes.,topical
Federal Screw Works--Strikes.,Strikes.,topical
Ford Motor Company--Strikes.,Strikes.,topical
General Motors Corporation--Strikes.,Strikes.,topical
Newton Packing Company--Strikes.,Strikes.,topical
Yale & Towne Manufacturing Company--Strikes.,Strikes.,topical
Busing for school integration--Michigan.,Michigan.,geographic
"Christman, Adam Arthur, 1896- --Department of Biological Chemistry, 1922-1955--1978.","Department of Biological Chemistry, 1922-1955",topical,1978.,temporal
Catholic Church--Michigan--Bunker Hill.,Michigan,geographic,Bunker Hill.,geographic
Catholic Church--Clergy.,Clergy.,topical
University of Michigan--Religion.,Religion.,topical
Catholic Church--United States.,United States.,geographic
Blodgett Company--Maps.,Maps.,genre_form
University of Michigan--Regulations.,Regulations.,topical
University of Michigan--Students--Discipline.,Students,topical,Discipline.,topical
Presbyterian Church--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
University of Michigan--Commencements--1964.,Commencements,topical,1964.,temporal
University of Michigan. Law School--Alumni.,Alumni.,topical
"John Paul II, Pope, 1920-2005--Travel--Michigan--Detroit.",Travel,topical,Michigan,geographic,Detroit.,geographic
Society of Friends--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
Presbyterian Church--Michigan--Monroe.,Michigan,geographic,Monroe.,geographic
Independent Order of Good Templars--Michigan.,Michigan.,geographic
African Methodist Episcopal Church--Michigan--Battle Creek.,Michigan,geographic,Battle Creek.,geographic
African Methodist Episcopal Church--Michigan--Marshall.,Michigan,geographic,Marshall.,geographic
University of Michigan--Student notebooks.,Student notebooks.,topical
Methodist Church (U.S.)--Michigan--Elsie.,Michigan,geographic,Elsie.,geographic
"United States. Congress--Elections, 1938.","Elections, 1938.",topical
"United States. Congress--Elections, 1940.","Elections, 1940.",topical
"United States. Congress--Elections, 1942.","Elections, 1942.",topical
University of Michigan--Student housing--1911-1920.,Student housing,topical,1911-1920.,temporal
University of Kansas--Students--Social life and customs.,Students,topical,Social life and customs.,topical
Olivet College--Students.,Students.,topical
"Stone, Irving, 1903-1989--Clarence Darrow for the defense.",Clarence Darrow for the defense.,uniform_title
University of Michigan--Students--Employment.,Students,topical,Employment.,topical
United Church of Christ--Michigan--Wyoming.,Michigan,geographic,Wyoming.,geographic
"Catholic Church--Missions--Societies, etc.",Missions,topical,"Societies, etc.",topical
Catholic Church--Michigan--Detroit.,Michigan,geographic,Detroit.,geographic
University of Michigan--Research.,Research.,topical
"United States. Congress--Elections, 1848.","Elections, 1848.",topical
"United States. Congress--Elections, 1852.","Elections, 1852.",topical
"United States. Congress--Elections, 1858.","Elections, 1858.",topical
University of Michigan--Commencements--1921-1930.,Commencements,topical,1921-1930.,temporal
University of Michigan--Admission.,Admission.,topical
University of Michigan--Dearborn.,Dearborn.,geographic
University of Michigan--Finance.,Finance.,topical
University of Michigan--Students--Rating of.,Students,topical,Rating of.,topical
Ku Klux Klan (1915- )--Michigan--Jackson.,Michigan,geographic,Jackson.,geographic
Congregational churches--Michigan--Bay City.,Michigan,geographic,Bay City.,geographic
University of Michigan--Admissions.,Admissions.,topical
University of Michigan--Pictorial works.,Pictorial works.,genre_form
University of Michigan--Calendars.,Calendars.,genre_form
ERAmerica (Organization)--Michigan.,Michigan.,geographic
Stanford University--Faculty.,Faculty.,topical
Ann Arbor High School (Mich.)--Students.,Students.,topical
Episcopal Church--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
University of Michigan--Students--Religious life.,Students,topical,Religious life.,topical
Aerocar Company of Detroit--Catalogs.,Catalogs.,genre_form
Alden Sampson Manufacturing Company--Catalogs.,Catalogs.,genre_form
Alpena Motor Car Company--Catalogs.,Catalogs.,genre_form
American Voiturette Company--Catalogs.,Catalogs.,genre_form
Anderson Electric Car Company--Catalogs.,Catalogs.,genre_form
Anhut Motor Car Company--Catalogs.,Catalogs.,genre_form
C.H. Blomstrom Motor Company--Catalogs.,Catalogs.,genre_form
Briggs-Detroiter Company--Catalogs.,Catalogs.,genre_form
Buick Motor Company--Catalogs.,Catalogs.,genre_form
Cadillac Motor Car Company--Catalogs.,Catalogs.,genre_form
Chalmers-Detroit Motor Company--Catalogs.,Catalogs.,genre_form
Chevrolet Motor Car Company--Catalogs.,Catalogs.,genre_form
Chrysler Corporation--Catalogs.,Catalogs.,genre_form
Church Manufacturing Company--Catalogs.,Catalogs.,genre_form
Cole Motor Car Company--Catalogs.,Catalogs.,genre_form
Colonial Automobile Company--Catalogs.,Catalogs.,genre_form
Commerce Motor Car Company--Catalogs.,Catalogs.,genre_form
Courier Car Company--Catalogs.,Catalogs.,genre_form
Day Automobile Company--Catalogs.,Catalogs.,genre_form
Demotcar Sales Company--Catalogs.,Catalogs.,genre_form
Detroit-Dearborn Motor Car Company--Catalogs.,Catalogs.,genre_form
Dort Motor Car Company--Catalogs.,Catalogs.,genre_form
"Durant Motors, Inc.--Catalogs.",Catalogs.,genre_form
E-M-F Company--Catalogs.,Catalogs.,genre_form
Flint Motor Company--Catalogs.,Catalogs.,genre_form
Dodge Brothers--Catalogs.,Catalogs.,genre_form
Ford Motor Company--Catalogs.,Catalogs.,genre_form
H. H. Franklin Manufacturing Company--Catalogs.,Catalogs.,genre_form
General Motors Corporation--Catalogs.,Catalogs.,genre_form
General Motors Corporation. Buick Motor Division--Catalogs.,Catalogs.,genre_form
General Motors Corporation. Cadillac Motor Car Division--Catalogs.,Catalogs.,genre_form
General Motors Corporation. Chevrolet Motor Division--Catalogs.,Catalogs.,genre_form
General Motors Corporation. Oldsmobile Division--Catalogs.,Catalogs.,genre_form
General Motors Corporation. Pontiac Motor Division--Catalogs.,Catalogs.,genre_form
Graham-Paige Motors Corporation--Catalogs.,Catalogs.,genre_form
Harrison Wagon Company--Catalogs.,Catalogs.,genre_form
Herreshoff Motor Company--Catalogs.,Catalogs.,genre_form
Huber Automobile Company--Catalogs.,Catalogs.,genre_form
Hudson Motor Car Company--Catalogs.,Catalogs.,genre_form
Hupp Motor Car Company--Catalogs.,Catalogs.,genre_form
Jackson Automobile Company--Catalogs.,Catalogs.,genre_form
Johnson Service Company--Catalogs.,Catalogs.,genre_form
Kaiser Frazer Corp.--Catalogs.,Catalogs.,genre_form
King Motor Car Company--Catalogs.,Catalogs.,genre_form
Kissel Motor Car Company--Catalogs.,Catalogs.,genre_form
K-R-I-T Motor Car Company--Catalogs.,Catalogs.,genre_form
"LeBaron, Inc.--Catalogs.",Catalogs.,genre_form
Lewis Spring & Axle Company--Catalogs.,Catalogs.,genre_form
"Lincoln Motor Company (Detroit, Mich.)--Catalogs.",Catalogs.,genre_form
Lion Motor Car Company--Catalogs.,Catalogs.,genre_form
Metzger Motor Car Company--Catalogs.,Catalogs.,genre_form
Michigan Automobile Company--Catalogs.,Catalogs.,genre_form
Michigan Motor Car Manufacturing Company--Catalogs.,Catalogs.,genre_form
Munson Company--Catalogs.,Catalogs.,genre_form
Nash Motors Company--Catalogs.,Catalogs.,genre_form
National Motor Vehicle Company--Catalogs.,Catalogs.,genre_form
Oakland Motor Car Company--Catalogs.,Catalogs.,genre_form
Olds Motor Works--Catalogs.,Catalogs.,genre_form
Packard Motor Car Company--Catalogs.,Catalogs.,genre_form
Paige-Detroit Motor Car Company--Catalogs.,Catalogs.,genre_form
W.A. Paterson Company--Catalogs.,Catalogs.,genre_form
Reo Motor Car Company--Catalogs.,Catalogs.,genre_form
Saxon Motor Car Company--Catalogs.,Catalogs.,genre_form
Springfield Body Company--Catalogs.,Catalogs.,genre_form
Studebaker Corporation--Catalogs.,Catalogs.,genre_form
E.R. Thomas Detroit Company--Catalogs.,Catalogs.,genre_form
Warren Motor Car Company--Catalogs.,Catalogs.,genre_form
Welch Motor Car Company--Catalogs.,Catalogs.,genre_form
"Willys-Overland Motors, Inc.--Catalogs.",Catalogs.,genre_form
Winton Motor Carriage Company--Catalogs.,Catalogs.,genre_form
"Castagnacci, Vincent--Exhibitions.",Exhibitions.,topical
Society of Friends--Michigan--Lenawee County.,Michigan,geographic,Lenawee County.,geographic
Presbyterian Church--Michigan--Niles.,Michigan,geographic,Niles.,geographic
Conductron Corporation--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
Episcopal Church--Michigan--Livonia.,Michigan,geographic,Livonia.,geographic
Episcopal Church--Michigan--Owosso.,Michigan,geographic,Owosso.,geographic
United Church of Christ--Michigan--Detroit.,Michigan,geographic,Detroit.,geographic
University of Michigan--Student life and customs--1971-1980.,Student life and customs,topical,1971-1980.,temporal
University of Michigan--Student life and customs--1981-1990.,Student life and customs,topical,1981-1990.,temporal
University of Michigan--Student life and customs--1991-2000.,Student life and customs,topical,1991-2000.,temporal
University of Michigan--Student life and customs--2001-2010.,Student life and customs,topical,2001-2010.,temporal
"Beardsley, Richard K. (Richard King), 1918- --Village Japan.",Village Japan.,uniform_title
University of Michigan--Students--Social life and customs--1861-1870.,Students,topical,Social life and customs,topical,1861-1870.,temporal
University of Michigan. Class of 1873--Students.,Students.,topical
University of Michigan--Freshmen.,Freshmen.,topical
University of Michigan--Sophomores.,Sophomores.,topical
University of Michigan--Classes.,Classes.,topical
Jesus Christ--African American interpretations.,African American interpretations.,topical
University of Michigan--Dramatics.,Dramatics.,topical
"Church of God (Anderson, Ind.)--Michigan.",Michigan.,geographic
Motown Record Corporation--History.,History.,topical
"United States. Congress--Elections, 1896.","Elections, 1896.",topical
"United States. Congress--Elections, 1910.","Elections, 1910.",topical
University of Michigan--Literary clubs.,Literary clubs.,topical
"United States. Congress--Elections, 1924.","Elections, 1924.",topical
"United States. Congress--Elections, 1922.","Elections, 1922.",topical
"United States. Congress--Elections, 1928.","Elections, 1928.",topical
University of Michigan--Students--Mental health services.,Students,topical,Mental health services.,topical
"United States. Congress--Elections, 1920.","Elections, 1920.",topical
Knights of Pythias--Michigan--Lapeer.,Michigan,geographic,Lapeer.,geographic
Methodist Episcopal Church--Michigan--Detroit.,Michigan,geographic,Detroit.,geographic
University of Michigan. Dept. of Physics--Faculty.,Faculty.,topical
"United States. Congress--Elections, 1936.","Elections, 1936.",topical
University of Michigan--Campus--1855.,Campus,topical,1855.,temporal
University of Michigan--Examinations.,Examinations.,topical
Univeristyof Michigan--Basketball.,Basketball.,topical
Univeristyof Michigan--Football.,Football.,topical
Univeristyof Michigan--Hockey.,Hockey.,topical
Disciples of Christ--Michigan.,Michigan.,geographic
"United States. Congress--Elections, 1958.","Elections, 1958.",topical
Michigan State University--Faculty.,Faculty.,topical
Congregational churches--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
United Church of Christ--Michigan--Clinton.,Michigan,geographic,Clinton.,geographic
Congregational churches--Michigan--Salem.,Michigan,geographic,Salem.,geographic
University of Michigan--Students--Social life and customs--1851-1860.,Students,topical,Social life and customs,topical,1851-1860.,temporal
Presbyterian Church--Michigan--Lansing.,Michigan,geographic,Lansing.,geographic
Trabajadores de la Raza (Organization)--Michigan.,Michigan.,geographic
University of Michigan--Students--1871-1880.,Students,topical,1871-1880.,temporal
University of Michigan--Students--1881-1890.,Students,topical,1881-1890.,temporal
University of Michigan--Students--1901-1910.,Students,topical,1901-1910.,temporal
University of Michigan--Students--1911-1920.,Students,topical,1911-1920.,temporal
University of Michigan--Students--1921-1930.,Students,topical,1921-1930.,temporal
University of Michigan--Students--1931-1940.,Students,topical,1931-1940.,temporal
University of Michigan--Students--1941-1950.,Students,topical,1941-1950.,temporal
University of Michigan--Students--1951-1960.,Students,topical,1951-1960.,temporal
University of Michigan--Students--1961-1970.,Students,topical,1961-1970.,temporal
University of Michigan--Students--1971-1980.,Students,topical,1971-1980.,temporal
University of Michigan--Students--1981-1990.,Students,topical,1981-1990.,temporal
"Cram, George Franklin, 1841-1928--Michigan--1882.",Michigan,geographic,1882.,temporal
"Hess, F--Map of Oakland County, Michigan.","Map of Oakland County, Michigan.",uniform_title
"Hubbard, Bela, 1814-1896--Michigan maps--Vol.8, Oakland and Livingston Counties.",Michigan maps,genre_form,"Vol.8, Oakland and Livingston Counties.",uniform_title
United States--Congress--Elections--1966.,Congress,topical,Elections,topical,1966.,temporal
University of Michigan--Planning.,Planning.,topical
University of Michigan--Provost and Vice-President.,Provost and Vice-President.,topical
"Gershwin, George, 1898-1937--Porgy and Bess.",Porgy and Bess.,uniform_title
"Weill, Kurt, 1900-1950--Lost in the stars.",Lost in the stars.,uniform_title
Society of Friends--Michigan.,Michigan.,geographic
"Church of God (Anderson, Ind.)--Michigan--Kalamazoo.",Michigan,geographic,Kalamazoo.,geographic
United Presbyterian Church in the U.S.A.--Michigan--Peck.,Michigan,geographic,Peck.,geographic
Polar Bear Expedition (1918-1919)--Maps.,Maps.,genre_form
Methodist Episcopal Church--Michigan.,Michigan.,geographic
Free Will Baptists (1780?-1911)--Michigan--Manchester.,Michigan,geographic,Manchester.,geographic
University of Michigan. Dept. of Electrical Engineering--Students.,Students.,topical
Ford Motor Company--Personnel management.,Personnel management.,topical
Methodist Church (U.S.)--Michigan.,Michigan.,geographic
Civilian Conservation Corps (U.S.)--Michigan.,Michigan.,geographic
"University of Michigan--Faculty--Handbooks, manuals, etc.",Faculty,topical,"Handbooks, manuals, etc.",genre_form
University of Michigan--Employees--Portraits.,Employees,topical,Portraits.,genre_form
University of Michigan--Faculty--Portraits.,Faculty,topical,Portraits.,genre_form
University of Michigan--Presidents.,Presidents.,topical
Baptists--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
Congregational churches--Michigan--Ypsilanti.,Michigan,geographic,Ypsilanti.,geographic
Michigan. Supreme Court--ca. 1929.,ca. 1929.,temporal
University of Michigan--Sports--History.,Sports,topical,History.,topical
Congregational churches--Michigan--Birmingham.,Michigan,geographic,Birmingham.,geographic
Presbyterian Church (U.S.A.)--Michigan--Southfield.,Michigan,geographic,Southfield.,geographic
University of Michigan--Funds and scholarships.,Funds and scholarships.,topical
University of Michigan--Lands.,Lands.,topical
Presbyterian Church (U.S.A.)--Michigan--Saline.,Michigan,geographic,Saline.,geographic
Presbyterian Church--Michigan--Grosse Pointe Farms.,Michigan,geographic,Grosse Pointe Farms.,geographic
"University of Michigan--Faculty--Societies, etc.",Faculty,topical,"Societies, etc.",topical
United Methodist Church (U.S.)--Michigan--Ypsilanti.,Michigan,geographic,Ypsilanti.,geographic
Catholic Church--Michigan.,Michigan.,geographic
Michigan State University--Religion.,Religion.,topical
Presbyterian Church in the U.S.A.--Michigan--Albion (Calhoun County),Michigan,geographic,Albion (Calhoun County),geographic
United Presbyterian Church in the U.S.A.--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
"Presbyterian Church (U.S.A.)--Missions--Societies, etc.",Missions,topical,"Societies, etc.",topical
Presbyterian Church (U.S.A.)--Michigan--Birmingham.,Michigan,geographic,Birmingham.,geographic
United Presbyterian Church in the U.S.A.--Michigan--Cadillac.,Michigan,geographic,Cadillac.,geographic
Presbyterian Church (U.S.A.)--Michigan--Pontiac.,Michigan,geographic,Pontiac.,geographic
United Presbyterian Church in the U.S.A.--Michigan--Ypsilanti.,Michigan,geographic,Ypsilanti.,geographic
Christian Church (Disciples of Christ)--Michigan--Lansing.,Michigan,geographic,Lansing.,geographic
"Galbraith, D. James.--Hartland : change in the heart of America.",Hartland : change in the heart of America.,uniform_title
University of Michigan. Medical School--Students.,Students.,topical
University of Michigan--Graduation ceremonies--1964.,Graduation ceremonies,topical,1964.,temporal
University of the Philippines--Faculty.,Faculty.,topical
Disciples of Christ--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
Evangelical Church--Michigan--Ann Arbor.,Michigan,geographic,Ann Arbor.,geographic
"Gilfillan, Lauren, 1909- --I went to pit college.",I went to pit college.,uniform_title
University of Michigan--Dept. of Neurology.,Dept. of Neurology.,topical
Barnard College--Alumni and alumnae.,Alumni and alumnae.,topical
Barnard College--Students.,Students.,topical
Episcopal Church--Michigan--Mount Clemens.,Michigan,geographic,Mount Clemens.,geographic
Congregational churches--Michigan--Grandville.,Michigan,geographic,Grandville.,geographic
Congregational churches--Michigan--Jenison.,Michigan,geographic,Jenison.,geographic
Michigan State Normal College--Football.,Football.,topical
"Kennedy, John F. (John Fitzgerald), 1917-1963--Death and burial.",Death and burial.,topical
Grand Army of the Republic--Michigan.,Michigan.,geographic
University of Michigan--Scientific expeditions.,Scientific expeditions.,topical
University of Wisconsin--Students.,Students.,topical
Indiana University--Students.,Students.,topical
Michigan.--Department of Transportation.,Department of Transportation.,topical
University of Michigan--Posters.,Posters.,genre_form
National Association for the Advancement of Colored People--Michigan.,Michigan.,geographic
"United States. Congress--Elections, 1946.","Elections, 1946.",topical
"United States. Congress--Elections, 1954.","Elections, 1954.",topical
"United States. Congress--Elections, 1956.","Elections, 1956.",topical
Michigan--Naval militia.,Naval militia.,topical
University of Michigan--Students--1861-1870.,Students,topical,1861-1870.,temporal
University of Michigan--Students--Manuscripts.,Students,topical,Manuscripts.,genre_form
"United States. Army. Infantry, 339th. Company B--Maps.",Maps.,genre_form
Woman's Christian Temperance Union--Washington (D.C.),Washington (D.C.),geographic
University of Michigan--History--20th century.,History,topical,20th century.,temporal
Methodist Protestant Church (U.S. : 1830-1939)--Michigan.,Michigan.,geographic
Methodist Episcopal Church--Michigan--Jackson.,Michigan,geographic,Jackson.,geographic
Presbyterian Church--Michigan.,Michigan.,geographic
Presbyterian Church--Michigan--Dearborn.,Michigan,geographic,Dearborn.,geographic
University of Michigan--Branches.,Branches.,topical
University of Michigan--Students--Conduct of life.,Students,topical,Conduct of life.,topical
